Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
175,165,15,13,164,150,49,Train/49/00049_00053.png
269,247,42,18,248,225,49,Train/49/00049_00054.png
142,132,8,10,133,120,49,Train/49/00049_00055.png
179,166,9,13,172,151,49,Train/49/00049_00056.png
234,216,11,16,222,197,49,Train/49/00049_00057.png
236,208,22,10,230,188,49,Train/49/00049_00058.png
235,235,32,18,225,214,49,Train/49/00049_00059.png
203,184,17,14,174,165,49,Train/49/00049_00060.png
241,214,19,17,219,192,49,Train/49/00049_00061.png
206,198,28,16,196,181,49,Train/49/00049_00062.png
204,186,26,16,181,169,49,Train/49/00049_00063.png
145,130,14,8,130,116,49,Train/49/00049_00064.png
177,155,9,12,169,141,49,Train/49/00049_00065.png
227,215,13,8,213,193,49,Train/49/00049_00066.png
270,245,24,18,243,220,49,Train/49/00049_00067.png
275,254,27,18,257,230,49,Train/49/00049_00068.png
279,254,25,18,260,228,49,Train/49/00049_00069.png
236,252,22,11,211,252,49,Train/49/00049_00070.png
138,138,13,13,123,119,49,Train/49/00049_00071.png
229,203,26,17,212,183,49,Train/49/00049_00072.png
170,170,18,13,154,154,49,Train/49/00049_00073.png
190,166,18,13,158,152,49,Train/49/00049_00074.png
251,245,33,18,233,223,49,Train/49/00049_00075.png
183,168,18,12,166,154,49,Train/49/00049_00076.png
163,154,15,5,145,139,49,Train/49/00049_00077.png
161,160,12,12,148,145,49,Train/49/00049_00078.png
164,152,8,11,153,138,49,Train/49/00049_00079.png
249,239,25,18,231,217,49,Train/49/00049_00080.png
215,202,19,16,202,185,49,Train/49/00049_00081.png
230,214,17,16,217,197,49,Train/49/00049_00082.png
232,226,12,16,220,207,49,Train/49/00049_00083.png
183,172,14,13,173,157,49,Train/49/00049_00084.png
149,147,9,6,138,133,49,Train/49/00049_00085.png
215,195,17,16,193,178,49,Train/49/00049_00086.png
208,191,18,14,197,174,49,Train/49/00049_00087.png
196,177,16,13,177,159,49,Train/49/00049_00088.png
187,174,14,13,174,157,49,Train/49/00049_00089.png
220,190,20,13,207,175,49,Train/49/00049_00090.png
187,177,15,14,175,160,49,Train/49/00049_00091.png
179,171,12,13,168,156,49,Train/49/00049_00092.png
249,225,19,18,233,205,49,Train/49/00049_00093.png
259,235,18,17,243,213,49,Train/49/00049_00094.png
266,233,23,18,253,212,49,Train/49/00049_00095.png
204,173,15,5,186,157,49,Train/49/00049_00096.png
225,206,20,14,212,187,49,Train/49/00049_00097.png
155,137,14,10,143,124,49,Train/49/00049_00098.png
169,158,16,11,158,144,49,Train/49/00049_00099.png
192,163,15,1,180,147,49,Train/49/00049_00100.png
233,210,19,15,218,193,49,Train/49/00049_00101.png
267,240,13,9,253,226,49,Train/49/00049_00102.png
183,189,16,4,166,171,49,Train/49/00049_00103.png
247,228,29,16,229,207,49,Train/49/00049_00104.png
247,228,0,17,26,204,49,Train/49/00049_00104.png
186,162,11,13,173,148,49,Train/49/00049_00105.png
248,211,15,17,231,194,49,Train/49/00049_00106.png
131,132,11,8,121,120,49,Train/49/00049_00107.png
212,194,18,15,200,178,49,Train/49/00049_00108.png
180,159,24,12,169,144,49,Train/49/00049_00109.png
180,159,0,12,19,146,49,Train/49/00049_00109.png
153,153,8,6,147,145,49,Train/49/00049_00110.png
154,145,9,12,146,131,49,Train/49/00049_00111.png
197,174,15,13,185,158,49,Train/49/00049_00112.png
204,189,14,15,193,173,49,Train/49/00049_00113.png
154,140,15,9,139,126,49,Train/49/00049_00114.png
177,164,17,12,166,151,49,Train/49/00049_00115.png
187,166,18,12,165,149,49,Train/49/00049_00116.png
243,228,26,18,226,208,49,Train/49/00049_00117.png
278,255,36,20,259,232,49,Train/49/00049_00118.png
186,172,10,13,174,156,49,Train/49/00049_00119.png
220,205,9,8,213,188,49,Train/49/00049_00120.png
142,132,7,10,134,120,49,Train/49/00049_00121.png
279,245,25,19,271,222,49,Train/49/00049_00122.png
216,216,26,15,207,203,49,Train/49/00049_00123.png
221,201,20,15,189,180,49,Train/49/00049_00124.png
164,146,10,12,145,133,49,Train/49/00049_00125.png
135,130,18,10,128,118,49,Train/49/00049_00126.png
183,167,24,14,162,151,49,Train/49/00049_00127.png
209,207,26,15,191,187,50,Train/50/00050_00000.png
166,174,13,4,149,158,50,Train/50/00050_00001.png
228,212,20,16,208,193,50,Train/50/00050_00002.png
194,180,19,13,183,164,50,Train/50/00050_00003.png
164,156,15,11,151,143,50,Train/50/00050_00004.png
156,128,21,10,141,117,50,Train/50/00050_00005.png
200,186,18,15,186,170,50,Train/50/00050_00006.png
202,182,27,15,183,165,50,Train/50/00050_00007.png
278,245,27,19,251,222,50,Train/50/00050_00008.png
186,171,16,14,171,154,50,Train/50/00050_00009.png
225,244,21,24,202,222,50,Train/50/00050_00010.png
213,211,27,15,194,191,50,Train/50/00050_00011.png
174,182,14,4,157,165,50,Train/50/00050_00012.png
156,145,13,11,142,132,50,Train/50/00050_00013.png
226,209,22,15,213,191,50,Train/50/00050_00014.png
178,169,16,8,164,155,50,Train/50/00050_00015.png
290,237,39,19,262,217,50,Train/50/00050_00016.png
150,139,14,11,139,126,50,Train/50/00050_00017.png
142,128,18,10,128,116,50,Train/50/00050_00018.png
147,130,14,10,132,118,50,Train/50/00050_00019.png
241,223,23,19,219,201,50,Train/50/00050_00020.png
210,228,19,22,189,207,50,Train/50/00050_00021.png
232,211,22,16,210,190,51,Train/51/00051_00000.png
231,211,25,14,217,192,51,Train/51/00051_00001.png
213,191,27,14,192,171,51,Train/51/00051_00002.png
192,168,19,11,170,152,51,Train/51/00051_00003.png
150,135,15,8,135,124,51,Train/51/00051_00004.png
197,173,18,12,183,157,51,Train/51/00051_00005.png
152,149,16,11,134,135,51,Train/51/00051_00006.png
239,233,28,17,216,214,51,Train/51/00051_00007.png
236,225,20,17,224,208,51,Train/51/00051_00008.png
264,251,25,18,240,223,51,Train/51/00051_00009.png
228,222,19,17,213,204,51,Train/51/00051_00010.png
206,192,17,9,194,176,51,Train/51/00051_00011.png
191,186,14,15,181,172,51,Train/51/00051_00012.png
255,245,23,18,241,224,51,Train/51/00051_00013.png
153,158,13,9,140,142,51,Train/51/00051_00014.png
174,174,13,6,162,166,51,Train/51/00051_00015.png
188,180,14,13,168,168,51,Train/51/00051_00016.png
267,243,35,16,240,222,51,Train/51/00051_00017.png
268,249,21,19,251,228,51,Train/51/00051_00018.png
215,197,17,15,197,182,51,Train/51/00051_00019.png
197,174,12,14,184,159,51,Train/51/00051_00020.png
152,146,11,11,141,133,51,Train/51/00051_00021.png
205,201,12,16,196,185,51,Train/51/00051_00022.png
144,153,14,11,131,147,51,Train/51/00051_00023.png
220,196,13,18,211,178,51,Train/51/00051_00024.png
266,240,14,19,256,219,51,Train/51/00051_00025.png
149,149,9,0,142,142,51,Train/51/00051_00026.png
177,185,14,4,161,176,51,Train/51/00051_00027.png
131,135,11,8,120,129,51,Train/51/00051_00028.png
131,136,11,10,117,120,51,Train/51/00051_00029.png
194,209,17,16,178,190,51,Train/51/00051_00030.png
167,172,14,15,150,159,51,Train/51/00051_00031.png
250,241,21,19,231,221,51,Train/51/00051_00032.png
152,165,13,14,137,151,51,Train/51/00051_00033.png
184,195,16,15,165,180,51,Train/51/00051_00034.png
304,245,32,20,265,224,51,Train/51/00051_00035.png
232,187,24,16,202,171,51,Train/51/00051_00036.png
262,252,28,20,213,214,51,Train/51/00051_00037.png
170,164,14,13,141,146,51,Train/51/00051_00038.png
191,171,21,9,183,151,51,Train/51/00051_00039.png
255,222,30,18,209,201,51,Train/51/00051_00040.png
148,129,17,10,121,116,51,Train/51/00051_00041.png
139,135,15,11,124,122,51,Train/51/00051_00042.png
212,207,23,17,191,187,51,Train/51/00051_00043.png
156,166,16,13,141,160,51,Train/51/00051_00044.png
166,148,10,14,158,134,51,Train/51/00051_00045.png
210,189,11,0,203,179,51,Train/51/00051_00046.png
170,170,10,0,162,162,51,Train/51/00051_00047.png
160,168,12,3,146,160,51,Train/51/00051_00048.png
214,221,19,14,196,210,51,Train/51/00051_00049.png
238,248,20,19,213,220,51,Train/51/00051_00050.png
221,239,19,18,203,217,51,Train/51/00051_00051.png
174,180,14,15,157,166,51,Train/51/00051_00052.png
259,250,24,19,235,228,51,Train/51/00051_00053.png
145,157,13,13,131,143,51,Train/51/00051_00054.png
182,193,16,15,164,178,51,Train/51/00051_00055.png
174,140,19,12,150,128,51,Train/51/00051_00056.png
195,157,21,13,170,143,51,Train/51/00051_00057.png
149,143,16,11,120,119,51,Train/51/00051_00058.png
143,137,13,11,118,121,51,Train/51/00051_00059.png
155,135,18,10,127,122,51,Train/51/00051_00060.png
150,131,18,10,123,118,51,Train/51/00051_00061.png
159,155,17,13,142,140,51,Train/51/00051_00062.png
145,141,15,11,130,128,51,Train/51/00051_00063.png
160,150,14,13,144,133,51,Train/51/00051_00064.png
169,158,17,13,150,140,51,Train/51/00051_00065.png
252,240,27,19,218,217,51,Train/51/00051_00066.png
129,129,15,12,108,110,51,Train/51/00051_00067.png
229,246,20,16,206,224,51,Train/51/00051_00068.png
155,137,17,10,119,123,51,Train/51/00051_00069.png
271,248,41,17,211,221,51,Train/51/00051_00070.png
177,161,19,12,160,144,51,Train/51/00051_00071.png
267,245,31,17,250,224,51,Train/51/00051_00072.png
236,211,30,17,215,189,51,Train/51/00051_00073.png
267,233,29,15,230,211,51,Train/51/00051_00074.png
189,170,22,12,170,151,51,Train/51/00051_00075.png
195,171,18,12,181,155,51,Train/51/00051_00076.png
217,213,22,16,191,193,51,Train/51/00051_00077.png
220,215,24,16,199,197,51,Train/51/00051_00078.png
155,148,9,9,147,137,51,Train/51/00051_00079.png
150,142,14,11,136,127,51,Train/51/00051_00080.png
176,172,14,13,165,158,51,Train/51/00051_00081.png
159,148,12,11,149,135,51,Train/51/00051_00082.png
249,242,17,19,236,224,51,Train/51/00051_00083.png
142,136,13,10,134,124,51,Train/51/00051_00084.png
205,212,18,12,188,192,51,Train/51/00051_00085.png
218,217,18,9,200,200,51,Train/51/00051_00086.png
186,178,13,13,167,167,51,Train/51/00051_00087.png
184,167,21,11,167,153,51,Train/51/00051_00088.png
204,190,16,14,190,175,51,Train/51/00051_00089.png
274,250,21,19,251,230,51,Train/51/00051_00090.png
180,160,12,12,169,145,51,Train/51/00051_00091.png
266,254,18,20,248,233,51,Train/51/00051_00092.png
145,142,8,11,138,130,51,Train/51/00051_00093.png
133,142,13,11,122,136,51,Train/51/00051_00094.png
152,135,9,12,145,123,51,Train/51/00051_00095.png
202,182,11,14,194,166,51,Train/51/00051_00096.png
183,183,11,1,175,174,51,Train/51/00051_00097.png
135,141,11,2,123,134,51,Train/51/00051_00098.png
151,155,13,9,138,148,51,Train/51/00051_00099.png
214,223,18,17,191,196,51,Train/51/00051_00100.png
169,183,15,14,155,166,51,Train/51/00051_00101.png
229,237,18,19,208,218,51,Train/51/00051_00102.png
168,162,14,12,155,148,51,Train/51/00051_00103.png
177,192,16,15,160,174,51,Train/51/00051_00104.png
164,174,15,13,148,160,51,Train/51/00051_00105.png
247,199,26,17,214,182,51,Train/51/00051_00106.png
175,141,18,12,151,129,51,Train/51/00051_00107.png
175,169,15,13,146,150,51,Train/51/00051_00108.png
239,229,20,18,199,203,51,Train/51/00051_00109.png
244,219,25,11,234,191,51,Train/51/00051_00110.png
264,229,23,18,219,209,51,Train/51/00051_00111.png
273,237,24,19,226,216,51,Train/51/00051_00112.png
141,137,15,11,126,124,51,Train/51/00051_00113.png
193,187,20,15,174,170,51,Train/51/00051_00114.png
176,187,18,14,160,180,51,Train/51/00051_00115.png
233,207,14,19,224,188,51,Train/51/00051_00116.png
161,145,8,0,155,137,51,Train/51/00051_00117.png
213,213,13,1,203,203,51,Train/51/00051_00118.png
156,163,12,4,142,155,51,Train/51/00051_00119.png
228,235,20,15,209,224,51,Train/51/00051_00120.png
225,235,19,18,201,208,51,Train/51/00051_00121.png
217,234,19,18,199,213,51,Train/51/00051_00122.png
140,145,11,12,127,133,51,Train/51/00051_00123.png
179,173,16,13,164,157,51,Train/51/00051_00124.png
220,239,20,21,199,219,51,Train/51/00051_00125.png
211,224,19,18,190,205,51,Train/51/00051_00126.png
281,226,30,19,244,206,51,Train/51/00051_00127.png
186,150,19,13,161,137,51,Train/51/00051_00128.png
212,204,18,16,177,181,51,Train/51/00051_00129.png
175,168,18,13,141,142,51,Train/51/00051_00130.png
189,164,22,13,154,148,51,Train/51/00051_00131.png
266,232,31,18,217,209,51,Train/51/00051_00132.png
156,152,16,13,141,138,51,Train/51/00051_00133.png
225,219,24,18,203,199,51,Train/51/00051_00134.png
187,176,18,16,167,158,51,Train/51/00051_00135.png
223,208,23,17,198,187,51,Train/51/00051_00136.png
136,130,17,10,116,114,51,Train/51/00051_00137.png
147,148,14,13,132,127,51,Train/51/00051_00138.png
132,141,12,10,118,126,51,Train/51/00051_00139.png
267,236,26,17,233,211,51,Train/51/00051_00140.png
209,191,31,12,174,170,51,Train/51/00051_00141.png
254,254,22,11,231,231,52,Train/52/00052_00000.png
236,218,22,15,201,198,52,Train/52/00052_00001.png
171,148,19,11,153,134,52,Train/52/00052_00002.png
211,206,18,15,191,188,52,Train/52/00052_00003.png
249,234,22,16,234,213,52,Train/52/00052_00004.png
226,216,19,15,207,199,52,Train/52/00052_00005.png
166,151,18,13,150,138,52,Train/52/00052_00006.png
196,181,20,14,178,165,52,Train/52/00052_00007.png
208,212,18,14,190,191,52,Train/52/00052_00008.png
272,250,22,17,249,229,52,Train/52/00052_00009.png
164,152,13,10,151,138,52,Train/52/00052_00010.png
210,178,19,5,192,162,52,Train/52/00052_00011.png
175,172,12,13,167,159,52,Train/52/00052_00012.png
234,224,14,16,219,204,52,Train/52/00052_00013.png
247,247,19,15,240,234,52,Train/52/00052_00014.png
217,198,25,16,202,182,52,Train/52/00052_00015.png
216,196,18,15,193,178,52,Train/52/00052_00016.png
151,137,13,10,136,124,52,Train/52/00052_00017.png
268,255,21,20,242,235,52,Train/52/00052_00018.png
181,164,15,12,163,150,52,Train/52/00052_00019.png
155,133,16,11,137,122,52,Train/52/00052_00020.png
168,161,15,12,156,148,52,Train/52/00052_00021.png
168,161,16,76,155,149,52,Train/52/00052_00021.png
164,155,17,2,149,139,52,Train/52/00052_00022.png
166,153,15,12,150,138,52,Train/52/00052_00023.png
188,181,16,14,170,166,52,Train/52/00052_00024.png
231,233,22,19,209,212,52,Train/52/00052_00025.png
228,219,21,16,212,199,52,Train/52/00052_00026.png
168,153,15,10,153,140,52,Train/52/00052_00027.png
192,173,20,11,176,158,52,Train/52/00052_00028.png
258,251,22,21,236,229,52,Train/52/00052_00029.png
152,147,9,10,141,135,52,Train/52/00052_00030.png
247,228,21,15,231,209,52,Train/52/00052_00031.png
176,169,26,12,140,142,52,Train/52/00052_00032.png
191,178,17,12,173,161,52,Train/52/00052_00033.png
200,184,19,13,189,168,52,Train/52/00052_00034.png
171,159,11,12,161,146,52,Train/52/00052_00035.png
247,232,19,18,223,213,52,Train/52/00052_00036.png
199,188,17,11,189,172,52,Train/52/00052_00037.png
274,244,18,18,245,223,52,Train/52/00052_00038.png
152,152,11,12,142,142,52,Train/52/00052_00039.png
188,186,17,15,174,169,52,Train/52/00052_00040.png
256,243,15,8,236,227,52,Train/52/00052_00041.png
245,235,22,17,232,216,52,Train/52/00052_00042.png
226,218,20,14,205,203,52,Train/52/00052_00043.png
187,182,11,14,174,168,52,Train/52/00052_00044.png
160,136,12,1,147,129,52,Train/52/00052_00045.png
225,224,17,14,215,204,52,Train/52/00052_00046.png
175,164,15,13,156,148,52,Train/52/00052_00047.png
161,151,11,10,148,138,52,Train/52/00052_00048.png
167,146,16,10,151,133,52,Train/52/00052_00049.png
251,232,14,15,230,213,52,Train/52/00052_00050.png
220,198,13,6,208,192,52,Train/52/00052_00051.png
207,184,21,14,191,169,52,Train/52/00052_00052.png
195,179,18,12,179,163,52,Train/52/00052_00053.png
234,216,19,14,218,198,52,Train/52/00052_00054.png
243,224,20,17,229,204,52,Train/52/00052_00055.png
159,149,11,11,151,136,52,Train/52/00052_00056.png
167,168,14,3,154,154,52,Train/52/00052_00057.png
213,185,15,13,200,171,52,Train/52/00052_00058.png
152,156,13,9,140,145,52,Train/52/00052_00059.png
207,189,11,13,195,173,52,Train/52/00052_00060.png
258,255,25,21,244,233,52,Train/52/00052_00061.png
214,218,19,11,196,199,52,Train/52/00052_00062.png
163,154,15,11,147,138,52,Train/52/00052_00063.png
191,178,14,12,176,162,52,Train/52/00052_00064.png
234,234,23,11,209,211,52,Train/52/00052_00065.png
166,154,15,11,143,140,52,Train/52/00052_00066.png
246,213,28,16,220,193,52,Train/52/00052_00067.png
139,136,12,10,126,124,52,Train/52/00052_00068.png
142,133,12,9,133,121,52,Train/52/00052_00069.png
165,158,13,11,151,145,52,Train/52/00052_00070.png
193,175,20,14,175,160,52,Train/52/00052_00071.png
256,237,27,18,233,216,52,Train/52/00052_00072.png
128,129,12,9,116,116,52,Train/52/00052_00073.png
218,201,17,13,200,183,52,Train/52/00052_00074.png
238,220,19,14,218,200,52,Train/52/00052_00075.png
234,198,19,4,215,181,52,Train/52/00052_00076.png
218,213,14,16,208,197,52,Train/52/00052_00077.png
158,151,11,11,146,138,52,Train/52/00052_00078.png
224,224,16,14,219,212,52,Train/52/00052_00079.png
195,178,18,14,184,163,52,Train/52/00052_00080.png
271,246,23,19,244,224,52,Train/52/00052_00081.png
147,134,13,10,132,122,52,Train/52/00052_00082.png
148,141,12,11,134,130,52,Train/52/00052_00083.png
230,209,18,15,208,192,52,Train/52/00052_00084.png
206,176,28,15,181,161,52,Train/52/00052_00085.png
211,203,20,16,196,187,52,Train/52/00052_00086.png
136,129,15,2,123,116,52,Train/52/00052_00087.png
198,182,18,14,180,164,52,Train/52/00052_00088.png
146,141,12,10,132,129,52,Train/52/00052_00089.png
189,191,18,15,172,173,52,Train/52/00052_00090.png
205,197,19,15,191,179,52,Train/52/00052_00091.png
233,213,20,14,214,195,52,Train/52/00052_00092.png
149,134,15,5,135,126,52,Train/52/00052_00093.png
187,182,16,15,171,166,52,Train/52/00052_00094.png
211,204,16,13,195,187,52,Train/52/00052_00095.png
190,176,16,12,179,161,52,Train/52/00052_00096.png
209,200,28,12,156,174,52,Train/52/00052_00097.png
159,148,14,11,144,133,52,Train/52/00052_00098.png
166,152,16,10,157,139,52,Train/52/00052_00099.png
140,130,12,9,132,120,52,Train/52/00052_00100.png
244,229,20,18,221,208,52,Train/52/00052_00101.png
184,174,15,10,174,160,52,Train/52/00052_00102.png
163,145,11,9,146,132,52,Train/52/00052_00103.png
159,159,12,12,148,148,52,Train/52/00052_00104.png
195,194,16,10,182,176,52,Train/52/00052_00105.png
176,167,8,5,162,157,52,Train/52/00052_00106.png
221,212,18,16,209,194,52,Train/52/00052_00107.png
194,186,18,14,177,171,52,Train/52/00052_00108.png
218,213,14,16,203,196,52,Train/52/00052_00109.png
290,247,22,18,266,226,52,Train/52/00052_00110.png
161,160,13,11,153,146,52,Train/52/00052_00111.png
176,165,15,13,157,148,52,Train/52/00052_00112.png
256,240,19,17,234,219,52,Train/52/00052_00113.png
208,182,19,12,189,166,52,Train/52/00052_00114.png
159,147,8,10,147,134,52,Train/52/00052_00115.png
244,219,15,6,230,198,52,Train/52/00052_00116.png
218,194,17,14,202,178,52,Train/52/00052_00117.png
186,170,16,11,169,155,52,Train/52/00052_00118.png
256,237,25,16,236,217,52,Train/52/00052_00119.png
272,250,21,19,256,228,52,Train/52/00052_00120.png
166,156,10,6,158,144,52,Train/52/00052_00121.png
193,195,17,5,181,179,52,Train/52/00052_00122.png
288,249,23,19,273,232,52,Train/52/00052_00123.png
239,243,20,15,219,224,52,Train/52/00052_00124.png
216,197,12,13,203,181,52,Train/52/00052_00125.png
254,251,22,19,239,229,52,Train/52/00052_00126.png
144,147,12,5,132,133,52,Train/52/00052_00127.png
183,173,16,12,166,156,52,Train/52/00052_00128.png
233,217,17,15,214,198,52,Train/52/00052_00129.png
212,203,21,17,200,186,53,Train/53/00053_00000.png
226,222,18,17,213,200,53,Train/53/00053_00001.png
153,141,14,11,147,128,53,Train/53/00053_00002.png
228,252,23,17,207,232,53,Train/53/00053_00003.png
199,191,19,15,188,175,53,Train/53/00053_00004.png
174,171,14,13,163,155,53,Train/53/00053_00005.png
201,185,18,14,194,166,53,Train/53/00053_00006.png
164,181,16,12,148,166,53,Train/53/00053_00007.png
149,154,13,15,134,124,54,Train/54/00054_00000.png
165,166,14,18,146,146,54,Train/54/00054_00001.png
200,208,18,22,180,167,54,Train/54/00054_00002.png
133,133,1,13,111,119,54,Train/54/00054_00003.png
256,232,26,18,235,209,44,Train/44/00044_00000.png
221,213,30,17,203,190,44,Train/44/00044_00001.png
271,244,34,22,235,211,44,Train/44/00044_00002.png
271,244,31,203,219,244,44,Train/44/00044_00002.png
217,181,39,15,196,164,44,Train/44/00044_00003.png
289,253,38,21,260,229,44,Train/44/00044_00004.png
284,252,36,22,260,226,44,Train/44/00044_00005.png
239,225,27,18,220,198,44,Train/44/00044_00006.png
243,235,31,18,219,214,44,Train/44/00044_00007.png
197,197,22,15,185,187,44,Train/44/00044_00008.png
193,184,27,14,175,167,44,Train/44/00044_00009.png
174,176,17,18,158,159,44,Train/44/00044_00010.png
203,176,33,13,184,160,44,Train/44/00044_00011.png
187,174,23,14,169,157,44,Train/44/00044_00012.png
209,200,26,16,190,182,44,Train/44/00044_00013.png
230,213,29,16,209,192,44,Train/44/00044_00014.png
219,194,24,16,200,175,44,Train/44/00044_00015.png
147,147,18,11,132,116,44,Train/44/00044_00016.png
169,158,18,12,151,137,44,Train/44/00044_00017.png
183,183,24,17,169,163,44,Train/44/00044_00018.png
288,247,42,18,263,223,44,Train/44/00044_00019.png
226,204,26,17,204,184,44,Train/44/00044_00020.png
215,208,35,17,196,183,44,Train/44/00044_00021.png
264,238,31,20,239,216,44,Train/44/00044_00022.png
267,223,47,19,241,202,44,Train/44/00044_00023.png
203,178,28,15,182,160,44,Train/44/00044_00024.png
162,144,20,13,148,129,44,Train/44/00044_00025.png
177,166,22,14,162,145,44,Train/44/00044_00026.png
220,213,27,16,198,194,44,Train/44/00044_00027.png
201,202,19,13,182,187,44,Train/44/00044_00028.png
226,215,32,17,204,196,44,Train/44/00044_00029.png
217,218,23,21,197,197,44,Train/44/00044_00030.png
164,143,21,11,149,130,44,Train/44/00044_00031.png
274,255,32,21,250,230,44,Train/44/00044_00032.png
220,210,27,17,201,191,44,Train/44/00044_00033.png
187,173,23,12,170,156,44,Train/44/00044_00034.png
165,146,18,12,151,132,44,Train/44/00044_00035.png
212,212,26,16,191,163,44,Train/44/00044_00036.png
236,219,24,17,211,192,44,Train/44/00044_00037.png
231,232,24,19,211,210,44,Train/44/00044_00038.png
154,132,21,9,140,119,44,Train/44/00044_00039.png
138,132,11,10,131,121,55,Train/55/00055_00000.png
214,184,24,14,201,168,55,Train/55/00055_00001.png
182,176,17,15,161,156,55,Train/55/00055_00002.png
206,188,23,14,191,169,55,Train/55/00055_00003.png
169,165,16,13,160,150,55,Train/55/00055_00004.png
314,253,35,21,310,231,55,Train/55/00055_00005.png
212,185,11,14,193,168,55,Train/55/00055_00006.png
175,167,14,12,166,152,55,Train/55/00055_00007.png
207,178,23,13,195,163,55,Train/55/00055_00008.png
238,231,23,20,212,207,55,Train/55/00055_00009.png
215,197,23,14,199,177,55,Train/55/00055_00010.png
173,169,16,13,164,154,55,Train/55/00055_00011.png
273,220,31,20,268,200,55,Train/55/00055_00012.png
244,212,14,16,221,193,55,Train/55/00055_00013.png
243,229,24,19,224,207,56,Train/56/00056_00000.png
151,147,11,10,142,133,56,Train/56/00056_00001.png
199,193,21,16,189,177,56,Train/56/00056_00002.png
224,220,20,19,209,202,56,Train/56/00056_00003.png
157,156,16,15,140,141,56,Train/56/00056_00004.png
165,157,22,13,149,141,56,Train/56/00056_00005.png
164,164,18,12,151,149,56,Train/56/00056_00006.png
200,186,19,14,183,166,56,Train/56/00056_00007.png
248,231,31,19,229,209,56,Train/56/00056_00008.png
242,239,28,22,218,216,56,Train/56/00056_00009.png
193,192,28,16,178,173,56,Train/56/00056_00010.png
147,147,13,11,134,134,56,Train/56/00056_00011.png
211,211,20,16,197,196,56,Train/56/00056_00012.png
215,211,16,19,201,192,56,Train/56/00056_00013.png
137,133,17,11,126,121,56,Train/56/00056_00014.png
210,174,25,15,181,159,56,Train/56/00056_00015.png
178,148,24,13,151,133,56,Train/56/00056_00016.png
248,267,24,49,223,247,56,Train/56/00056_00017.png
134,144,13,16,120,128,56,Train/56/00056_00018.png
203,196,19,16,183,180,56,Train/56/00056_00019.png
215,207,19,17,198,191,56,Train/56/00056_00020.png
247,242,26,20,215,211,56,Train/56/00056_00021.png
149,130,16,11,131,117,56,Train/56/00056_00022.png
232,205,24,9,212,186,56,Train/56/00056_00023.png
220,219,29,19,196,195,56,Train/56/00056_00024.png
184,196,18,14,165,172,56,Train/56/00056_00025.png
203,218,20,17,182,192,56,Train/56/00056_00026.png
247,225,36,19,223,203,56,Train/56/00056_00027.png
271,240,32,20,245,217,56,Train/56/00056_00028.png
244,216,28,19,220,195,56,Train/56/00056_00029.png
285,249,35,22,250,227,56,Train/56/00056_00030.png
212,195,22,17,186,176,56,Train/56/00056_00031.png
310,252,39,24,276,229,56,Train/56/00056_00032.png
160,142,22,12,138,129,56,Train/56/00056_00033.png
146,133,13,11,131,117,56,Train/56/00056_00034.png
159,156,17,14,142,139,56,Train/56/00056_00035.png
184,168,21,14,163,148,56,Train/56/00056_00036.png
266,234,24,18,245,219,56,Train/56/00056_00037.png
246,215,23,18,216,196,56,Train/56/00056_00038.png
171,150,15,13,150,136,56,Train/56/00056_00039.png
152,132,21,11,132,119,56,Train/56/00056_00040.png
210,208,24,19,193,188,56,Train/56/00056_00041.png
208,192,22,17,181,173,56,Train/56/00056_00042.png
262,249,28,21,236,225,56,Train/56/00056_00043.png
174,165,20,14,155,149,56,Train/56/00056_00044.png
182,150,20,14,161,136,56,Train/56/00056_00045.png
298,245,33,22,261,221,56,Train/56/00056_00046.png
211,174,23,16,186,158,56,Train/56/00056_00047.png
231,191,23,18,204,173,56,Train/56/00056_00048.png
214,197,27,17,192,178,56,Train/56/00056_00049.png
271,249,37,21,243,225,56,Train/56/00056_00050.png
189,187,24,17,165,168,56,Train/56/00056_00051.png
167,165,21,13,145,146,56,Train/56/00056_00052.png
139,132,16,9,121,119,56,Train/56/00056_00053.png
243,230,26,18,212,208,56,Train/56/00056_00054.png
157,168,15,15,140,146,56,Train/56/00056_00055.png
255,250,36,24,219,225,56,Train/56/00056_00056.png
188,179,25,14,169,159,56,Train/56/00056_00057.png
219,208,29,16,197,184,56,Train/56/00056_00058.png
194,193,23,17,174,170,56,Train/56/00056_00059.png
196,187,19,17,176,165,56,Train/56/00056_00060.png
242,231,24,22,215,205,56,Train/56/00056_00061.png
241,230,31,19,219,204,56,Train/56/00056_00062.png
209,200,26,17,190,178,56,Train/56/00056_00063.png
226,198,26,16,203,179,56,Train/56/00056_00064.png
221,194,24,17,197,176,56,Train/56/00056_00065.png
229,208,22,18,201,188,56,Train/56/00056_00066.png
239,218,22,19,210,197,56,Train/56/00056_00067.png
250,228,33,20,224,206,56,Train/56/00056_00068.png
201,175,24,15,177,160,56,Train/56/00056_00069.png
158,131,16,12,138,119,56,Train/56/00056_00070.png
265,220,35,19,234,202,56,Train/56/00056_00071.png
184,163,21,15,165,147,56,Train/56/00056_00072.png
164,145,20,13,147,131,56,Train/56/00056_00073.png
267,232,28,21,228,210,56,Train/56/00056_00074.png
262,227,28,20,222,206,56,Train/56/00056_00075.png
250,231,30,22,215,212,56,Train/56/00056_00076.png
